1	武侯区箴华绣花设计工作室	510107600508969
2	自贡市自流井区国方诊所	510302600076848
3	岳池县美好之蛋糕岳中店	511621600462763
4	攀枝花市仁和区德升汽车装饰用品店	510411600124847
5	宜宾市翠屏区创荣灯饰经营部	511502600022678
6	自贡市彩彩乐饮品有限责任公司汇东送水服务部	510300000035170
7	武侯区鑫富达饮品经营部	510107600167435
8	射洪县潼射镇犀牛多媒体工作室	510922600006875
9	绵竹市剑南镇荣盛文体用品经营部	510683600029260
10	剑阁县玉磐农林开发有限公司	510823000012899
11	营山县东升镇顺君实木家具	511322600230364
12	西昌长安大药房零售连锁有限公司千方堂店	513401600125314
13	沿滩区兴隆镇晓伟通讯器材经营部	510311600053442
14	五块石电子电器市场海川电动车经营部	5101023022478
15	荣县旭阳镇三山火锅店	510321600189055
16	成都市成华区奥斯卡音像部	28989373-4
17	荣县旭阳兴瑶日用品经营部	510321600136049
18	四川省江油市武都塑料制品厂	5107811800337
19	德阳开发区惊喜服装店	510605600056393
20	新都区福来登副食店	5101253044944
21	科学城马记清真	510705600008355
22	成都市武侯区尤尼体育用品店	510107600021917
23	荣州菜中餐馆	5101233102375
24	成都龙方科技有限责任公司	成工商法字03619
25	成都兴竹有色矿产品有限公司自贡分公司	5103002400790
26	成都市青羊区荷里活酒吧	28985649-0
27	达州市通川区北城宾馆	511702600213302
28	泸州市江阳区明波开心日用品经营部	510502600286880
29	绵阳市游仙区理想家电经营部	510704600176794
30	成都市广普众康商贸有限公司	510107000345146
31	四川省益欣纺织化工有限责任	5101251001175
32	达州市洪源投资咨询有限公司	511721000038687
33	内江华诚棉纺织厂	511000000005225
34	达县石桥镇美日数码科技服务部	511721600207703
35	大英县蓬莱镇纵横体育用品店	510923600007831
36	都江堰市川西通讯器材有限责任公司	510181000023494
37	四川省三台县食品总公司观桥食品分公司	510722000035767
38	绵阳城区好又来外贸服饰店	510700600008096
39	四川川煤华荣能源股份有限公司太平煤矿	510400000057344
40	四川澳达食品有限公司新都专卖店一分店	510125000050076
41	德阳市区恒丽服饰部	510601600024497
42	四川国信物流有限公司	5101082007287
43	天全县磨房沟电站（普通合伙）	513126000005221
44	绵阳市经开区万汇五金经营部	510703600226683
45	荣县旭阳镇大帝燃具经营部	510321600086138
46	绵阳倍尔科技有限公司	510706000044028
47	南充市嘉陵区俊全茶园	511304600034782
48	成都市温江通讯器材有限责任公司	510123000065190
49	巴中市虹宇饲料有限公司	511900000015907
50	乐山市五通桥杨柳汽车轮胎修理店	511112600027681
51	亚丁德沙民族商店	513337600006662
52	苟正谟(513025196008101891)	511921600045941
53	自贡市成盛商贸有限公司四门市	5103002400965
54	广安市烨祥贸易有限责任公司小井沟煤矿	511600000021685
55	四川佰益连锁超市管理有限公司金房苑东路店	510106000298625
56	昌宁代工产品经营部	510000600008814
57	德阳市旌阳区梦幻影碟出租门市	510603600053094
58	四川和峻商贸有限公司	510706000019638
59	广元市城区国鑫机电经营部	510800600038156
60	富顺县安溪镇明平建材经营部	510322600235142
61	蓬溪县博雅园林场	510921600092583
62	开发区浩发副食店	510900600076487
63	南部县滨江街道亨达利名表行	511321600160752
64	成都市武侯区源森食品添加剂经营部	510107600564657
65	成都馨千代饮料酒有限公司	510184000013152
66	蓬溪县新星乡赵锐成门市部	510921600001676
67	成华区罗马沙鱼鞋店	510108600521520
68	硅谷天堂资产管理集团股份有限公司成都分公司	510109000108795
69	四川百花音像服务部铜火锅	510000000279389
70	泸州市纳溪区鑫和摩托车驾驶培训学校(普通合伙)	510503000001896
71	安岳县清流楚林副食经营部	512021600164224
72	德阳开发区英达铁艺加工服务部	510600600056260
73	成都市成丰实业有限公司	510106000103393
74	成都福士特科技有限公司	510106000044373
75	巴中市鸿瑞食坊	511924600018587
76	成都融海粮油有限公司	510122000024333
77	西昌市木冲彝族服装店	513401600019594
78	达县调味品酿造厂	511721600012264
79	冕宁县灵山饮品开发有限公司	513433000002574
80	双流县湘味源中餐馆	510122600277806
81	绵阳城区足之友扬州修脚服务部	510700600016012
82	成都三川金属制品有限公司	510112000050028
83	攀枝花市仁和区百里汇陶瓷经营部	510411600139222
84	南充市嘉陵区发丝缘	511304600077151
85	宁南县三真园食品店	513427600045103
86	成都天蓉大型塑料螺旋管工程技术有限公司	5101082004485
87	成都百容电子研究所	28990274-1
88	绵阳城区兰月亮化妆品店	510707600030097
89	自贡市九洲印刷厂	510303000013843
90	合江县文湘奶茶店	510522600276857
91	成都成晚传媒有限公司	510100000125904
92	南充市嘉陵区机械设备经营部	511304600094210
93	同安镇廖益琼糕点坊	510112600234059
94	大安区宏达家电经营部	510304600033760
95	自贡市汇东新区静心网吧	510300600098049
96	盐亭县富驿新浪通讯经营部	510723600003630
97	成都蓝风（集团）股份有限公司丽多日化公司	510112000025516
98	广元市元坝区胥德伦干杂经营店	510811600038807
99	船山区羊虎工艺饰家	510903600059251
100	成都市左堂广告有限公司	510107000178728
101	成都锦蓉代理记账有限公司	510109000380025
102	达州市昌野天一药房连锁有限公司开江新宁真诚连锁店	511723000001858
103	成都昂泰科技有限公司	510107000642912
104	江油市中坝镇三平袜业店	510781600344008
105	荣县双古镇汇欣酒楼	510321600172076
106	成华区金申金属加工店	510108600030883
107	简阳市简城镇张家正宗羊肉汤馆	512081600178962
108	开鑫鱼馆	5104033102157
109	盐亭县玉龙场玉瑶超市	510723600177352
110	广安市土地统征整理事务中心	511600000004153
111	江油市东安乡龙菊农资经营部	510781600021409
112	攀枝花市啊莫莫养殖专业合作社	510411NA000212X
113	四川罗江农村商业银行股份有限公司公园口分理处	510626000015927
114	武侯区金策酒水经营部	510107600224056
115	成都市四方印务有限责任公司	510105000076261
116	荣县过水镇小吴干鲜店	510321600180935
117	绵阳城区赵德华美发店	510700600036643
118	内江市中区明邦钢筋加工厂	511002600230068
119	成都越艺装饰工程有限公司罗江分公司	510626000003739
120	德阳市旌阳区通印文化用品商店	510603600021804
121	广汉市酵母蛋白饲料厂	510681000053712
122	泸州市纳溪区金视点广告部	510503000084952
123	成都剑蓉厨房配套设备有限责任公司禾田厨柜门市部	510106000161739
124	成都市青羊区红旗连锁有限公司光华西二路分场	510100000266928
125	攀枝花市西区泰华家私	510403600026196
126	攀枝花市东区五华厨具	510402600027573
127	自贡市高新区梅梅美容店	510300600149647
128	李芳	511922600162644
129	德阳市区林云塑胶管材经营部	510601600120815
130	简阳市三星镇川安奇电子经营部	512081600373191
131	内江市市中区车闪亮汽车保养服务部	511002600234761
132	绵竹市东北镇明一粮油经营部	510683600146781
133	成都天道设备厂	5101062200045
134	成都烨鑫商贸有限公司第三经营部	510106000283826
135	西昌市七彩纸业	513401600011106
136	沙湾区加农新都村三八商场连锁店	511111600057366
137	达州市通川区旺茂食品经营部	511700600037259
138	成都市武侯区富惠房屋信息咨询部	5101073105318
139	广汉市成都祥诚物流信息部	510681600037974
140	双流县团结电镀有限公司	510122000134084
141	绵阳城区桂圆大茶楼	510700600049220
142	攀枝花市仁和区祥政卫生用品店	510411600150621
143	宜宾市翠屏区全时通通讯器材经营部	511500600083744
144	成都联诚科技有限公司	510109000140018
145	自贡市施德电器有限公司	510300000026675
146	成都盛威力机电有限公司一分公司	510106000289671
147	广元市城区阳光中餐馆	510800600033980
148	成都时代电子开发有限公司	510100400022463
149	雅安市雨城机动车驾驶员培训学校有限公司石棉报名点	513125000004193
150	成都锦胜雾森环保科技有限公司	510105000351615
151	自流井区槐仙保健食品商店	510302600061068
152	绵阳高新区聚尚原乡土酸菜鸡馆	510706600104622
153	绵阳市富欣商贸服务中心	5107002988047
154	绵阳城区天翔不锈钢厨具经营部	510707600219070
155	成都康惠净科技有限公司	510100400028601
156	凉山州放射性监督检测站	513400000037760
157	泸州市龙马潭区富丽苑商务宾馆	510504600089881
158	资阳市雁江区立群毛线店	512002600306596
159	简阳市新市镇章泉机械零配件加工店	512081600367357
160	梓潼县鸿锋商贸马鸣乡金燕村加盟连锁店	5107253014881
161	泸州市龙马潭区小城小园茶楼	510504600075768
162	成都兴立化工有限公司	510112000050972
163	南充市开发区邓友珍副食店	511300600017466
164	成都梦康生物科技有限公司	510106000363103
165	成都雷克星科冷却设备有限公司	510124000024833
166	攀枝花市东区私房蟹逅餐馆	510402600278263
167	南充市美华纸品包装有限公司	511300000053361
168	广元市元坝区卫子中心供销合作社柏林沟生产门市部	510811000009035
169	蒲江县大兴镇永成车行	510131600104830
170	武胜县沿口丁鑫五金门市	511622600171242
171	崇州市道明静诺珠宝店	510184600105832
172	乐山市金口河恒宇矿产品有限公司	511118000002637
173	绵阳城区靖松副食经营部	510700600079057
